"P00080","8","P00086","1"
"P00001","5","P00115","1"
"P00032","3","P00010","1"
"P00045","9","P00011","3"
"P00103","4","P00040","5"
"P00050","1","P00008","5"
"Score","5",,"0"
""
"P00083","5","P00072","8"
"P00103","4","P00129","9"
"P00149","3","P00092","9"
"P00093","5","P00148","6"
"P00136","2","P00126","4"
"P00095","7","P00030","3"
"Score","0",,"4"
""
"P00035","6","P00066","6"
"P00102","5","P00030","3"
"P00003","3","P00011","3"
"P00053","4","P00082","4"
"P00009","7","P00119","2"
"P00019","3","P00045","9"
"Score","0",,"0"
""
"P00076","3","P00091","1"
"P00052","5","P00035","6"
"P00083","5","P00066","6"
"P00048","3","P00138","2"
"P00080","8","P00143","3"
"P00104","1","P00014","5"
"Score","1",,"0"
""
"P00015","4","P00137","7"
"P00132","2","P00072","8"
"P00042","6","P00091","1"
"P00084","9","P00002","9"
"P00075","7","P00068","8"
"P00062","5","P00093","5"
"Score","0",,"2"
""
"P00072","8","P00069","4"
"P00063","7","P00112","1"
"P00039","4","P00087","5"
"P00137","7","P00147","5"
"P00021","1","P00076","3"
"P00109","4","P00132","2"
"Score","4",,"0"
""
"P00083","5","P00057","3"
"P00082","4","P00014","5"
"P00050","1","P00148","6"
"P00147","5","P00112","1"
"P00137","7","P00064","5"
"P00084","9","P00027","7"
"Score","1",,"0"
""
"P00131","5","P00001","5"
"P00146","7","P00114","9"
"P00100","6","P00066","6"
"P00150","8","P00093","5"
"P00017","4","P00023","2"
"P00067","4","P00110","2"
"Score","2",,"0"
""
"P00053","4","P00097","2"
"P00088","6","P00099","5"
"P00074","7","P00028","5"
"P00003","3","P00076","3"
"P00141","5","P00077","5"
"P00145","2","P00039","4"
"Score","1",,"0"
""
"P00092","9","P00088","6"
"P00120","3","P00117","2"
"P00010","1","P00022","5"
"P00071","6","P00082","4"
"P00041","8","P00058","9"
"P00016","2","P00037","4"
"Score","0",,"0"
""
"P00034","1","P00139","2"
"P00061","3","P00036","5"
"P00110","2","P00018","1"
"P00069","4","P00010","1"
"P00100","6","P00104","1"
"P00009","7","P00029","6"
"Score","2",,"0"
""
"P00096","2","P00149","3"
"P00077","5","P00039","4"
"P00065","8","P00131","5"
"P00126","4","P00125","2"
"P00141","5","P00056","7"
"P00028","5","P00118","7"
"Score","0",,"0"
""
"P00128","3","P00063","7"
"P00002","9","P00065","8"
"P00079","5","P00089","5"
"P00072","8","P00071","6"
"P00109","4","P00082","4"
"P00013","3","P00085","3"
"Score","0",,"0"
""
"P00148","6","P00137","7"
"P00005","5","P00108","5"
"P00010","1","P00069","4"
"P00002","9","P00070","9"
"P00139","2","P00078","7"
"P00043","4","P00081","6"
"Score","0",,"4"
""
"P00051","5","P00093","5"
"P00050","1","P00149","3"
"P00134","9","P00014","5"
"P00059","7","P00143","3"
"P00138","2","P00124","4"
"P00080","8","P00056","7"
"Score","2",,"0"
""
"P00126","4","P00082","4"
"P00037","4","P00047","8"
"P00136","2","P00093","5"
"P00097","2","P00020","9"
"P00017","4","P00061","3"
"P00140","7","P00089","5"
"Score","0",,"4"
""
"P00054","2","P00023","2"
"P00119","2","P00022","5"
"P00038","2","P00086","1"
"P00128","3","P00004","2"
"P00055","4","P00079","5"
"P00049","7","P00137","7"
"Score","0",,"1"
""
"P00113","3","P00127","1"
"P00001","5","P00007","6"
"P00101","3","P00005","5"
"P00104","1","P00147","5"
"P00018","1","P00077","5"
"P00142","6","P00150","8"
"Score","0",,"4"
""
"P00125","2","P00078","7"
"P00091","1","P00046","3"
"P00055","4","P00121","1"
"P00007","6","P00088","6"
"P00106","1","P00081","6"
"P00128","3","P00075","7"
"Score","0",,"4"
""
"P00123","5","P00030","3"
"P00126","4","P00089","5"
"P00093","5","P00114","9"
"P00023","2","P00138","2"
"P00022","5","P00101","3"
"P00009","7","P00132","2"
"Score","1",,"0"
""
"P00143","3","P00012","1"
"P00006","4","P00063","7"
"P00100","6","P00125","2"
"P00090","2","P00088","6"
"P00029","6","P00149","3"
"P00069","4","P00056","7"
"Score","0",,"0"
""
"P00069","4","P00025","2"
"P00068","8","P00037","4"
"P00043","4","P00053","4"
"P00091","1","P00010","1"
"P00077","5","P00079","5"
"P00101","3","P00035","6"
"Score","1",,"0"
""
"P00071","6","P00111","4"
"P00060","7","P00028","5"
"P00034","1","P00042","6"
"P00089","5","P00023","2"
"P00068","8","P00061","3"
"P00064","5","P00008","5"
"Score","2",,"0"
""
"P00082","4","P00128","3"
"P00110","2","P00102","5"
"P00118","7","P00126","4"
"P00002","9","P00063","7"
"P00031","8","P00113","3"
"P00135","5","P00013","3"
"Score","3",,"0"
""
"P00063","7","P00149","3"
"P00072","8","P00022","5"
"P00146","7","P00093","5"
"P00079","5","P00123","5"
"P00106","1","P00125","2"
"P00041","8","P00058","9"
"Score","2",,"0"
""
"P00018","1","P00007","6"
"P00008","5","P00041","8"
"P00001","5","P00079","5"
"P00091","1","P00138","2"
"P00120","3","P00069","4"
"P00059","7","P00072","8"
"Score","0",,"4"
""
"P00144","5","P00049","7"
"P00123","5","P00010","1"
"P00097","2","P00140","7"
"P00036","5","P00101","3"
"P00077","5","P00092","9"
"P00011","3","P00072","8"
"Score","0",,"3"
""
"P00029","6","P00035","6"
"P00084","9","P00114","9"
"P00003","3","P00134","9"
"P00146","7","P00096","2"
"P00107","5","P00106","1"
"P00150","8","P00127","1"
"Score","3",,"0"
""
"P00131","5","P00029","6"
"P00023","2","P00019","3"
"P00065","8","P00146","7"
"P00129","9","P00090","2"
"P00064","5","P00140","7"
"P00100","6","P00063","7"
"Score","1",,"0"
""
"P00082","4","P00114","9"
"P00032","3","P00040","5"
"P00001","5","P00145","2"
"P00102","5","P00051","5"
"P00074","7","P00031","8"
"P00021","1","P00066","6"
"Score","0",,"3"
""
"P00013","3","P00115","1"
"P00134","9","P00119","2"
"P00103","4","P00147","5"
"P00003","3","P00034","1"
"P00038","2","P00087","5"
"P00123","5","P00068","8"
"Score","1",,"0"
""
"P00018","1","P00038","2"
"P00047","8","P00147","5"
"P00059","7","P00065","8"
"P00014","5","P00127","1"
"P00079","5","P00133","1"
"P00115","1","P00150","8"
"Score","1",,"0"
""
"P00066","6","P00089","5"
"P00058","9","P00118","7"
"P00008","5","P00147","5"
"P00091","1","P00148","6"
"P00114","9","P00095","7"
"P00007","6","P00029","6"
"Score","0",,"0"
""
"P00115","1","P00084","9"
"P00113","3","P00010","1"
"P00007","6","P00095","7"
"P00128","3","P00049","7"
"P00078","7","P00125","2"
"P00039","4","P00048","3"
"Score","0",,"2"
""
"P00136","2","P00034","1"
"P00003","3","P00138","2"
"P00114","9","P00076","3"
"P00056","7","P00085","3"
"P00093","5","P00103","4"
"P00117","2","P00128","3"
"Score","4",,"0"
""
"P00127","1","P00058","9"
"P00128","3","P00034","1"
"P00002","9","P00099","5"
"P00111","4","P00080","8"
"P00139","2","P00081","6"
"P00140","7","P00051","5"
"Score","0",,"3"
""
"P00066","6","P00143","3"
"P00039","4","P00007","6"
"P00049","7","P00051","5"
"P00013","3","P00089","5"
"P00086","1","P00115","1"
"P00083","5","P00100","6"
"Score","0",,"0"
""
"P00021","1","P00065","8"
"P00134","9","P00070","9"
"P00092","9","P00104","1"
"P00078","7","P00081","6"
"P00066","6","P00093","5"
"P00009","7","P00069","4"
"Score","2",,"0"
""
"P00011","3","P00083","5"
"P00049","7","P00148","6"
"P00012","1","P00035","6"
"P00123","5","P00019","3"
"P00065","8","P00098","7"
"P00050","1","P00092","9"
"Score","0",,"4"
""
"P00007","6","P00113","3"
"P00067","4","P00029","6"
"P00089","5","P00097","2"
"P00032","3","P00013","3"
"P00031","8","P00073","9"
"P00100","6","P00037","4"
"Score","2",,"0"
""
"P00052","5","P00092","9"
"P00063","7","P00079","5"
"P00121","1","P00122","3"
"P00089","5","P00009","7"
"P00067","4","P00069","4"
"P00145","2","P00033","7"
"Score","0",,"4"
""
"P00144","5","P00123","5"
"P00004","2","P00032","3"
"P00064","5","P00079","5"
"P00029","6","P00105","3"
"P00120","3","P00012","1"
"P00113","3","P00044","5"
"Score","1",,"0"
""
"P00041","8","P00098","7"
"P00011","3","P00146","7"
"P00003","3","P00135","5"
"P00137","7","P00097","2"
"P00125","2","P00079","5"
"P00110","2","P00025","2"
"Score","0",,"1"
""
