5,0.0,2
10,0.3,11
20,0.65,30
30,0.7333333333333333,19
40,0.875,23
50,0.76,27
60,0.8333333333333334,24
70,0.8285714285714286,22
80,0.9125,20
90,0.9444444444444444,22
100,0.92,27
110,0.9181818181818182,22
120,0.9416666666666667,22
130,0.9769230769230769,21
140,0.9928571428571429,23
150,1.0533333333333332,25
160,1.075,24
170,1.1176470588235294,21
180,1.0888888888888888,23
190,1.1105263157894736,28
200,1.12,20
250,1.144,20
300,1.1566666666666667,23
400,1.24,23
500,1.196,22
600,1.175,24
700,1.1728571428571428,22
800,1.18625,21
900,1.1866666666666668,22
1000,1.188,21
