5,0.0,2
10,0.3,101
20,0.55,23
30,0.6,54
40,0.675,22
50,0.68,25
60,0.7333333333333333,24
70,0.7142857142857143,21
80,0.7375,20
90,0.7888888888888889,18
100,0.82,22
110,0.8272727272727273,20
120,0.825,22
130,0.8692307692307693,22
140,0.85,25
150,0.9066666666666666,25
160,0.9,26
170,0.9176470588235294,26
180,0.8888888888888888,24
190,0.8894736842105263,30
200,0.85,27
250,0.944,23
300,0.9233333333333333,27
400,0.985,24
500,0.984,20
600,1.005,23
700,1.012857142857143,21
800,1.02375,21
900,1.008888888888889,22
1000,1.002,22
