5,0.0,2
10,0.3,32
20,0.85,26
30,1.0666666666666667,26
40,1.125,26
50,1.16,28
60,1.3,23
70,1.1714285714285715,20
80,1.2375,19
90,1.3222222222222222,22
100,1.36,24
110,1.3181818181818181,24
120,1.3916666666666666,27
130,1.4230769230769231,20
140,1.3928571428571428,15
150,1.4666666666666666,15
160,1.55,11
170,1.6352941176470588,9
180,1.6555555555555554,7
190,1.6578947368421053,8
200,1.65,9
250,1.672,8
300,1.7233333333333334,12
400,1.73,11
500,1.76,12
600,1.7716666666666667,12
700,1.7842857142857143,12
800,1.85125,10
900,1.8511111111111112,11
1000,1.826,13
