5,0.4,101
10,0.7,101
20,0.55,101
30,0.5333333333333333,101
40,0.475,101
50,0.44,101
60,0.5333333333333333,101
70,0.4857142857142857,101
80,0.5125,101
90,0.5,101
100,0.58,101
110,0.5909090909090909,101
120,0.5916666666666667,38
130,0.6230769230769231,101
140,0.5928571428571429,101
150,0.64,101
160,0.6625,101
170,0.6470588235294118,101
180,0.6444444444444445,101
190,0.6473684210526316,47
200,0.62,101
250,0.712,101
300,0.7166666666666667,37
400,0.755,39
500,0.732,29
600,0.7083333333333334,16
700,0.6928571428571428,23
800,0.72125,17
900,0.7266666666666667,16
1000,0.726,19
