5,0.0,2
10,0.3,14
20,0.75,28
30,0.8666666666666667,31
40,0.875,22
50,0.88,26
60,0.9,28
70,0.9428571428571428,25
80,1.0375,23
90,1.0555555555555556,24
100,1.1,27
110,0.990909090909091,28
120,1.0583333333333333,23
130,1.2076923076923076,21
140,1.1785714285714286,19
150,1.2266666666666666,20
160,1.2375,20
170,1.2352941176470589,16
180,1.2444444444444445,17
190,1.2578947368421052,14
200,1.27,14
250,1.336,13
300,1.3566666666666667,15
400,1.375,20
500,1.344,22
600,1.385,22
700,1.4042857142857144,20
800,1.39625,20
900,1.3822222222222222,19
1000,1.382,21
