5,0.0,2
10,0.3,25
20,0.85,26
30,1.0,25
40,1.125,29
50,1.16,30
60,1.2333333333333334,23
70,1.2285714285714286,22
80,1.1875,22
90,1.3222222222222222,21
100,1.36,24
110,1.3545454545454545,25
120,1.4416666666666667,19
130,1.4384615384615385,19
140,1.4214285714285715,18
150,1.4933333333333334,13
160,1.6125,10
170,1.6588235294117648,10
180,1.6777777777777778,7
190,1.6578947368421053,8
200,1.67,9
250,1.704,3
300,1.7766666666666666,10
400,1.755,14
500,1.768,12
600,1.775,12
700,1.81,11
800,1.87125,10
900,1.8688888888888888,10
1000,1.886,12
