5,0.0,2
10,0.3,17
20,0.65,31
30,0.9333333333333333,34
40,0.925,28
50,1.0,30
60,0.9666666666666667,28
70,1.0857142857142856,25
80,1.1125,20
90,1.1444444444444444,30
100,1.18,30
110,1.1181818181818182,26
120,1.1583333333333334,27
130,1.3307692307692307,18
140,1.3214285714285714,18
150,1.3733333333333333,17
160,1.425,11
170,1.4705882352941178,13
180,1.4444444444444444,11
190,1.4473684210526316,11
200,1.48,10
250,1.504,10
300,1.5033333333333334,14
400,1.535,19
500,1.508,19
600,1.5216666666666667,18
700,1.5671428571428572,16
800,1.58875,16
900,1.5644444444444445,17
1000,1.544,19
