5,0.0,1
10,0.0,7
20,0.1,101
30,0.43333333333333335,101
40,0.525,101
50,0.72,101
60,0.75,84
70,0.7285714285714285,101
80,0.7625,56
90,0.7111111111111111,68
100,0.67,54
110,0.7181818181818181,55
120,0.7083333333333334,39
130,0.7538461538461538,18
140,0.7357142857142858,18
150,0.7533333333333333,18
160,0.75625,19
170,0.7705882352941177,21
180,0.8111111111111111,20
190,0.7894736842105263,14
200,0.795,9
250,0.812,10
300,0.8266666666666667,7
400,0.84,16
500,0.86,10
600,0.8833333333333333,10
700,0.8885714285714286,11
800,0.88125,13
900,0.9111111111111111,11
1000,0.91,10
