5,0.2,101
10,0.0,7
20,0.1,101
30,0.5,101
40,0.575,101
50,0.74,101
60,0.7333333333333333,32
70,0.7571428571428571,101
80,0.7625,101
90,0.7111111111111111,101
100,0.7,27
110,0.6909090909090909,97
120,0.7083333333333334,33
130,0.7,46
140,0.6928571428571428,30
150,0.74,19
160,0.75625,21
170,0.7470588235294118,23
180,0.7722222222222223,36
190,0.7894736842105263,12
200,0.75,37
250,0.8,15
300,0.8166666666666667,13
400,0.825,16
500,0.86,18
600,0.8766666666666667,10
700,0.8657142857142858,16
800,0.8775,12
900,0.9044444444444445,14
1000,0.906,12
